LSOA or DZ,Nation,Score,Rank,Decile
S01007077,Scotland,18.05252,4210,7
S01007820,Scotland,18.05051,4211,7
S01012456,Scotland,18.04909,4212,7
S01009315,Scotland,18.0399,4213,7
S01012136,Scotland,18.03728,4214,7
S01009447,Scotland,18.03501,4215,7
S01011551,Scotland,18.02491,4216,7
S01009558,Scotland,18.02024,4217,7
S01009370,Scotland,18.01888,4218,7
S01011652,Scotland,18.01596,4219,7
S01007448,Scotland,18.01587,4220,7
S01011039,Scotland,18.01525,4221,7
S01008389,Scotland,18.01339,4222,7
S01012566,Scotland,18.00405,4223,7
S01012731,Scotland,18.00209,4224,7
S01013281,Scotland,18.00133,4225,7
S01011779,Scotland,17.99913,4226,7
S01011586,Scotland,17.9787,4227,7
S01007709,Scotland,17.97862,4228,7
S01010469,Scotland,17.97304,4229,7
S01009571,Scotland,17.97267,4230,7
S01009522,Scotland,17.97044,4231,7
S01011928,Scotland,17.96702,4232,7
S01009587,Scotland,17.95983,4233,7
S01006900,Scotland,17.95713,4234,7
S01010554,Scotland,17.95668,4235,7
S01006685,Scotland,17.95575,4236,7
S01009513,Scotland,17.955,4237,7
S01013461,Scotland,17.94896,4238,7
S01008184,Scotland,17.9366,4239,7
S01013452,Scotland,17.93559,4240,7
S01006682,Scotland,17.92009,4241,7
S01011001,Scotland,17.91817,4242,7
S01011841,Scotland,17.91732,4243,7
S01011725,Scotland,17.91442,4244,7
S01008215,Scotland,17.91441,4245,7
S01007401,Scotland,17.91373,4246,7
S01011119,Scotland,17.90725,4247,7
S01011185,Scotland,17.90431,4248,7
S01008040,Scotland,17.90182,4249,7
S01013313,Scotland,17.89332,4250,7
S01007072,Scotland,17.88799,4251,7
S01012230,Scotland,17.85868,4252,7
S01012620,Scotland,17.85299,4253,7
S01007475,Scotland,17.849,4254,7
S01011739,Scotland,17.84685,4255,7
S01007168,Scotland,17.84457,4256,7
S01011003,Scotland,17.83535,4257,7
S01006905,Scotland,17.83206,4258,7
S01012171,Scotland,17.82912,4259,7
S01006781,Scotland,17.82848,4260,7
S01012660,Scotland,17.82465,4261,7
S01007289,Scotland,17.82299,4262,7
S01010480,Scotland,17.82254,4263,7
S01008683,Scotland,17.81802,4264,7
S01009834,Scotland,17.81447,4265,7
S01011775,Scotland,17.81409,4266,7
S01012103,Scotland,17.81396,4267,7
S01013188,Scotland,17.81391,4268,7
S01009764,Scotland,17.80784,4269,7
S01009722,Scotland,17.80215,4270,7
S01011463,Scotland,17.79189,4271,7
S01013428,Scotland,17.78859,4272,7
S01012488,Scotland,17.78845,4273,7
S01011780,Scotland,17.78689,4274,7
S01011662,Scotland,17.77424,4275,7
S01010947,Scotland,17.76958,4276,7
S01011593,Scotland,17.76756,4277,7
S01009609,Scotland,17.76683,4278,7
S01011426,Scotland,17.76086,4279,7
S01010315,Scotland,17.75146,4280,7
S01013079,Scotland,17.75089,4281,7
S01006508,Scotland,17.74738,4282,7
S01008820,Scotland,17.73685,4283,7
S01010300,Scotland,17.7336,4284,7
S01011540,Scotland,17.73257,4285,7
S01012692,Scotland,17.73093,4286,7
S01007251,Scotland,17.72923,4287,7
S01011358,Scotland,17.7288,4288,7
S01007628,Scotland,17.72837,4289,7
S01009642,Scotland,17.7204,4290,7
S01010161,Scotland,17.71342,4291,7
S01013271,Scotland,17.70768,4292,7
S01011714,Scotland,17.70643,4293,7
S01007252,Scotland,17.7062,4294,7
S01009448,Scotland,17.69861,4295,7
S01012715,Scotland,17.68755,4296,7
S01011015,Scotland,17.67992,4297,7
S01013256,Scotland,17.67724,4298,7
S01011670,Scotland,17.67223,4299,7
S01010953,Scotland,17.66994,4300,7
S01007437,Scotland,17.66758,4301,7
S01006887,Scotland,17.66727,4302,7
S01010187,Scotland,17.66595,4303,7
S01007614,Scotland,17.66371,4304,7
S01010940,Scotland,17.64334,4305,7
S01009373,Scotland,17.64277,4306,7
S01007076,Scotland,17.63864,4307,7
S01008115,Scotland,17.62869,4308,7
S01010201,Scotland,17.62346,4309,7
S01013405,Scotland,17.62182,4310,7
S01007606,Scotland,17.6205,4311,7
S01008773,Scotland,17.62012,4312,7
S01012330,Scotland,17.61935,4313,7
S01009484,Scotland,17.61915,4314,7
S01007406,Scotland,17.61812,4315,7
S01011014,Scotland,17.61703,4316,7
S01013191,Scotland,17.61283,4317,7
S01011969,Scotland,17.60634,4318,7
S01009498,Scotland,17.60145,4319,7
S01006645,Scotland,17.58214,4320,7
S01006556,Scotland,17.5805,4321,7
S01012710,Scotland,17.5768,4322,7
S01013092,Scotland,17.57554,4323,7
S01012486,Scotland,17.56664,4324,7
S01011534,Scotland,17.55926,4325,7
S01009645,Scotland,17.55923,4326,7
S01013375,Scotland,17.55203,4327,7
S01007467,Scotland,17.55173,4328,7
S01013298,Scotland,17.54003,4329,7
S01013451,Scotland,17.53213,4330,7
S01011889,Scotland,17.52836,4331,7
S01006586,Scotland,17.52825,4332,7
S01007474,Scotland,17.52797,4333,7
S01013323,Scotland,17.51623,4334,7
S01008441,Scotland,17.50863,4335,7
S01010571,Scotland,17.50353,4336,7
S01010093,Scotland,17.49821,4337,7
S01013272,Scotland,17.49484,4338,7
S01008902,Scotland,17.49278,4339,7
S01008258,Scotland,17.49098,4340,7
S01012741,Scotland,17.48327,4341,7
S01009875,Scotland,17.4784,4342,7
S01013129,Scotland,17.47382,4343,7
S01012555,Scotland,17.46714,4344,7
S01008776,Scotland,17.46426,4345,7
S01008473,Scotland,17.45381,4346,7
S01009919,Scotland,17.44868,4347,7
S01010978,Scotland,17.44372,4348,7
S01009582,Scotland,17.43995,4349,7
S01013399,Scotland,17.43858,4350,7
S01012599,Scotland,17.43009,4351,7
S01013315,Scotland,17.4295,4352,7
S01010951,Scotland,17.4178,4353,7
S01013085,Scotland,17.41681,4354,7
S01006868,Scotland,17.41523,4355,7
S01010574,Scotland,17.41062,4356,7
S01011630,Scotland,17.41041,4357,7
S01012732,Scotland,17.40979,4358,7
S01012553,Scotland,17.40452,4359,7
S01011685,Scotland,17.40424,4360,7
S01009101,Scotland,17.40239,4361,7
S01008483,Scotland,17.40154,4362,7
S01009725,Scotland,17.39277,4363,7
S01008335,Scotland,17.37986,4364,7
S01011926,Scotland,17.37732,4365,7
S01008442,Scotland,17.37516,4366,7
S01009870,Scotland,17.37293,4367,7
S01008928,Scotland,17.36209,4368,7
S01011477,Scotland,17.36112,4369,7
S01009052,Scotland,17.35562,4370,7
S01011636,Scotland,17.34175,4371,7
S01010609,Scotland,17.33472,4372,7
S01008803,Scotland,17.33273,4373,7
S01009293,Scotland,17.32729,4374,7
S01009730,Scotland,17.32618,4375,7
S01013143,Scotland,17.31045,4376,7
S01012519,Scotland,17.30884,4377,7
S01011968,Scotland,17.30596,4378,7
S01012738,Scotland,17.30231,4379,7
S01009343,Scotland,17.30178,4380,7
S01009689,Scotland,17.30117,4381,7
S01008953,Scotland,17.2961,4382,7
S01007166,Scotland,17.29339,4383,7
S01008161,Scotland,17.28413,4384,7
S01011116,Scotland,17.28113,4385,7
S01013048,Scotland,17.27906,4386,7
S01012997,Scotland,17.26977,4387,7
S01011479,Scotland,17.2601,4388,7
S01009173,Scotland,17.25873,4389,7
S01009249,Scotland,17.25659,4390,7
S01013039,Scotland,17.2451,4391,7
S01013426,Scotland,17.24007,4392,7
S01007164,Scotland,17.23767,4393,7
S01009064,Scotland,17.22964,4394,7
S01010634,Scotland,17.22346,4395,7
S01012987,Scotland,17.21543,4396,7
S01010952,Scotland,17.21138,4397,7
S01008354,Scotland,17.20636,4398,7
S01012512,Scotland,17.20438,4399,7
S01011798,Scotland,17.20123,4400,7
S01010877,Scotland,17.20086,4401,7
S01013477,Scotland,17.19482,4402,7
S01006696,Scotland,17.19122,4403,7
S01011268,Scotland,17.18445,4404,7
S01012680,Scotland,17.18333,4405,7
S01012233,Scotland,17.17553,4406,7
S01009732,Scotland,17.16844,4407,7
S01010260,Scotland,17.16507,4408,7
S01007162,Scotland,17.15265,4409,7
S01012759,Scotland,17.1498,4410,7
S01009205,Scotland,17.14656,4411,7
S01006511,Scotland,17.1462,4412,7
S01012849,Scotland,17.14118,4413,7
S01008105,Scotland,17.13678,4414,7
S01007182,Scotland,17.13529,4415,7
S01008450,Scotland,17.11994,4416,7
S01011613,Scotland,17.1167,4417,7
S01006848,Scotland,17.11298,4418,7
S01010555,Scotland,17.10373,4419,7
S01011109,Scotland,17.10243,4420,7
S01008182,Scotland,17.0971,4421,7
S01007085,Scotland,17.09565,4422,7
S01013379,Scotland,17.09368,4423,7
S01012206,Scotland,17.09355,4424,7
S01010059,Scotland,17.09301,4425,7
S01013064,Scotland,17.09039,4426,7
S01013094,Scotland,17.08808,4427,7
S01013357,Scotland,17.08689,4428,7
S01006823,Scotland,17.08033,4429,7
S01008151,Scotland,17.0802,4430,7
S01010958,Scotland,17.07861,4431,7
S01012132,Scotland,17.07606,4432,7
S01009973,Scotland,17.07245,4433,7
S01011629,Scotland,17.0722,4434,7
S01013125,Scotland,17.06982,4435,7
S01013295,Scotland,17.06896,4436,7
S01011778,Scotland,17.066,4437,7
S01012982,Scotland,17.06243,4438,7
S01008681,Scotland,17.06126,4439,7
S01006988,Scotland,17.03971,4440,7
S01011508,Scotland,17.03744,4441,7
S01012907,Scotland,17.03259,4442,7
S01011989,Scotland,17.02932,4443,7
S01012460,Scotland,17.02546,4444,7
S01010396,Scotland,17.02099,4445,7
S01008220,Scotland,17.01754,4446,7
S01012688,Scotland,17.01651,4447,7
S01008532,Scotland,17.00828,4448,7
S01010627,Scotland,17.00428,4449,7
S01009378,Scotland,17.00358,4450,7
S01011773,Scotland,17.00305,4451,7
S01011672,Scotland,17.00266,4452,7
S01007425,Scotland,17.00238,4453,7
S01007179,Scotland,16.99646,4454,7
S01009485,Scotland,16.99436,4455,7
S01006841,Scotland,16.99316,4456,7
S01012477,Scotland,16.98596,4457,7
S01012525,Scotland,16.98476,4458,7
S01010513,Scotland,16.98243,4459,7
S01010941,Scotland,16.97644,4460,7
S01012227,Scotland,16.96756,4461,7
S01009366,Scotland,16.95883,4462,7
S01012281,Scotland,16.95664,4463,7
S01008710,Scotland,16.9504,4464,7
S01010149,Scotland,16.94553,4465,7
S01011914,Scotland,16.94415,4466,7
S01011639,Scotland,16.93694,4467,7
S01010321,Scotland,16.9357,4468,7
S01007738,Scotland,16.93491,4469,7
S01011899,Scotland,16.93044,4470,7
S01011929,Scotland,16.93036,4471,7
S01011382,Scotland,16.91744,4472,7
S01009516,Scotland,16.89435,4473,7
S01007752,Scotland,16.89326,4474,7
S01007167,Scotland,16.89316,4475,7
S01011607,Scotland,16.88195,4476,7
S01012143,Scotland,16.88119,4477,7
S01011640,Scotland,16.87088,4478,7
S01012994,Scotland,16.86981,4479,7
S01010278,Scotland,16.86941,4480,7
S01006908,Scotland,16.86486,4481,7
S01007794,Scotland,16.86213,4482,7
S01012153,Scotland,16.85503,4483,7
S01006834,Scotland,16.84594,4484,7
S01008298,Scotland,16.83153,4485,7
S01010476,Scotland,16.83147,4486,7
S01007180,Scotland,16.82828,4487,7
S01009690,Scotland,16.82071,4488,7
S01007997,Scotland,16.8155,4489,7
S01006741,Scotland,16.81428,4490,7
S01008171,Scotland,16.81065,4491,7
S01006697,Scotland,16.80989,4492,7
S01010640,Scotland,16.80346,4493,7
S01010561,Scotland,16.79987,4494,7
S01009756,Scotland,16.79975,4495,7
S01008186,Scotland,16.79703,4496,7
S01012229,Scotland,16.79682,4497,7
S01008942,Scotland,16.79567,4498,7
S01006599,Scotland,16.7897,4499,7
S01009946,Scotland,16.78666,4500,7
S01008189,Scotland,16.78663,4501,7
S01006673,Scotland,16.78528,4502,7
S01010717,Scotland,16.7777,4503,7
S01010839,Scotland,16.7724,4504,7
S01012871,Scotland,16.77165,4505,7
S01008217,Scotland,16.76489,4506,7
S01013024,Scotland,16.76181,4507,7
S01008941,Scotland,16.76146,4508,7
S01013105,Scotland,16.75586,4509,7
S01010872,Scotland,16.7515,4510,7
S01012981,Scotland,16.7457,4511,7
S01006670,Scotland,16.73916,4512,7
S01007153,Scotland,16.72824,4513,7
S01013282,Scotland,16.72667,4514,7
S01008338,Scotland,16.72361,4515,7
S01012752,Scotland,16.71901,4516,7
S01013385,Scotland,16.71633,4517,7
S01012368,Scotland,16.7084,4518,7
S01010955,Scotland,16.70413,4519,7
S01009251,Scotland,16.70109,4520,7
S01011647,Scotland,16.70016,4521,7
S01013095,Scotland,16.69384,4522,7
S01011783,Scotland,16.69039,4523,7
S01009362,Scotland,16.68942,4524,7
S01006606,Scotland,16.68826,4525,7
S01008064,Scotland,16.6876,4526,7
S01006683,Scotland,16.68306,4527,7
S01007239,Scotland,16.67796,4528,7
S01006515,Scotland,16.67738,4529,7
S01009058,Scotland,16.67107,4530,7
S01009499,Scotland,16.67003,4531,7
S01012969,Scotland,16.66536,4532,7
S01007731,Scotland,16.65816,4533,7
S01009001,Scotland,16.65742,4534,7
S01010628,Scotland,16.65069,4535,7
S01011035,Scotland,16.63955,4536,7
S01012784,Scotland,16.63903,4537,7
S01007439,Scotland,16.63569,4538,7
S01012904,Scotland,16.63309,4539,7
S01012189,Scotland,16.63124,4540,7
S01006700,Scotland,16.62827,4541,7
S01009492,Scotland,16.62589,4542,7
S01006557,Scotland,16.61487,4543,7
S01008131,Scotland,16.61034,4544,7
S01013285,Scotland,16.60655,4545,7
S01007150,Scotland,16.60575,4546,7
S01007799,Scotland,16.60239,4547,7
S01008207,Scotland,16.60041,4548,7
S01007591,Scotland,16.60039,4549,7
S01010957,Scotland,16.59621,4550,7
S01011990,Scotland,16.59279,4551,7
S01007176,Scotland,16.58958,4552,7
S01006846,Scotland,16.58726,4553,7
S01011915,Scotland,16.58704,4554,7
S01013023,Scotland,16.58683,4555,7
S01010442,Scotland,16.58488,4556,7
S01006837,Scotland,16.58452,4557,7
S01008472,Scotland,16.57695,4558,7
S01006783,Scotland,16.56454,4559,7
S01007773,Scotland,16.56296,4560,7
S01011525,Scotland,16.56231,4561,7
S01007795,Scotland,16.56189,4562,7
S01006847,Scotland,16.55373,4563,7
S01013438,Scotland,16.54957,4564,7
S01009379,Scotland,16.54594,4565,7
S01012481,Scotland,16.54204,4566,7
S01011699,Scotland,16.5402,4567,7
S01010954,Scotland,16.53761,4568,7
S01006851,Scotland,16.5339,4569,7
S01008113,Scotland,16.53386,4570,7
S01011611,Scotland,16.53247,4571,7
S01010234,Scotland,16.53133,4572,7
S01009061,Scotland,16.53042,4573,7
S01011923,Scotland,16.52739,4574,7
S01006617,Scotland,16.51023,4575,7
S01010136,Scotland,16.50702,4576,7
S01008431,Scotland,16.50337,4577,7
S01011137,Scotland,16.49628,4578,7
S01012162,Scotland,16.47946,4579,7
S01008586,Scotland,16.47907,4580,7
S01009857,Scotland,16.47162,4581,7
S01007861,Scotland,16.46976,4582,7
S01006516,Scotland,16.46311,4583,7
S01008116,Scotland,16.46222,4584,7
S01012093,Scotland,16.45771,4585,7
S01006701,Scotland,16.44512,4586,7
S01012508,Scotland,16.44313,4587,7
S01012828,Scotland,16.4387,4588,7
S01009757,Scotland,16.4326,4589,7
S01011703,Scotland,16.42789,4590,7
S01009000,Scotland,16.41739,4591,7
S01012870,Scotland,16.40434,4592,7
S01006675,Scotland,16.40264,4593,7
S01011653,Scotland,16.40195,4594,7
S01011913,Scotland,16.40157,4595,7
S01009510,Scotland,16.38099,4596,7
S01009565,Scotland,16.37853,4597,7
S01010621,Scotland,16.37841,4598,7
S01007978,Scotland,16.37378,4599,7
S01006513,Scotland,16.37153,4600,7
S01011380,Scotland,16.36749,4601,7
S01007835,Scotland,16.36418,4602,7
S01013264,Scotland,16.35657,4603,7
S01009095,Scotland,16.34014,4604,7
S01008585,Scotland,16.33729,4605,7
S01012517,Scotland,16.3328,4606,7
S01011362,Scotland,16.33215,4607,7
S01013382,Scotland,16.33052,4608,7
S01011553,Scotland,16.32409,4609,7
S01011939,Scotland,16.31535,4610,7
S01008129,Scotland,16.31355,4611,7
S01008255,Scotland,16.312,4612,7
S01012169,Scotland,16.31061,4613,7
S01008223,Scotland,16.30391,4614,7
S01007775,Scotland,16.29089,4615,7
S01013146,Scotland,16.28617,4616,7
S01008158,Scotland,16.28535,4617,7
S01008103,Scotland,16.28017,4618,7
S01012764,Scotland,16.27637,4619,7
S01007615,Scotland,16.27253,4620,7
S01009290,Scotland,16.26564,4621,7
S01009291,Scotland,16.26492,4622,7
S01011160,Scotland,16.25975,4623,7
S01011887,Scotland,16.25856,4624,7
S01009496,Scotland,16.25729,4625,7
S01012754,Scotland,16.25604,4626,7
S01010482,Scotland,16.25261,4627,7
S01006708,Scotland,16.24827,4628,7
S01008333,Scotland,16.24787,4629,7
S01008584,Scotland,16.24707,4630,7
S01009836,Scotland,16.2448,4631,7
S01012684,Scotland,16.23738,4632,7
S01011572,Scotland,16.23514,4633,7
S01009941,Scotland,16.23126,4634,7
S01008301,Scotland,16.23068,4635,7
S01012468,Scotland,16.2236,4636,7
S01012820,Scotland,16.21972,4637,7
S01012208,Scotland,16.21911,4638,7
S01012789,Scotland,16.20618,4639,7
S01009891,Scotland,16.20431,4640,7
S01009364,Scotland,16.20327,4641,7
S01011370,Scotland,16.20023,4642,7
S01012074,Scotland,16.20022,4643,7
S01006896,Scotland,16.19589,4644,7
S01008104,Scotland,16.19214,4645,7
S01007996,Scotland,16.1917,4646,7
S01008205,Scotland,16.1894,4647,7
S01011585,Scotland,16.18573,4648,7
S01010935,Scotland,16.17967,4649,7
S01007713,Scotland,16.17837,4650,7
S01013258,Scotland,16.17823,4651,7
S01011594,Scotland,16.17695,4652,7
S01009252,Scotland,16.17535,4653,7
S01012026,Scotland,16.17441,4654,7
S01010094,Scotland,16.16861,4655,7
S01011695,Scotland,16.15907,4656,7
S01009880,Scotland,16.15665,4657,7
S01006514,Scotland,16.15531,4658,7
S01009358,Scotland,16.14337,4659,7
S01007129,Scotland,16.13812,4660,7
S01009456,Scotland,16.13674,4661,7
S01011122,Scotland,16.12785,4662,7
S01012952,Scotland,16.12451,4663,7
S01009944,Scotland,16.12268,4664,7
S01008295,Scotland,16.11986,4665,7
S01007836,Scotland,16.11658,4666,7
S01011584,Scotland,16.11268,4667,7
S01013450,Scotland,16.11223,4668,7
S01012056,Scotland,16.10831,4669,7
S01011096,Scotland,16.10665,4670,7
S01010383,Scotland,16.10249,4671,7
S01008543,Scotland,16.09836,4672,7
S01008273,Scotland,16.09821,4673,7
S01008360,Scotland,16.09136,4674,7
S01007149,Scotland,16.09004,4675,7
S01009750,Scotland,16.08925,4676,7
S01012049,Scotland,16.08649,4677,7
S01012117,Scotland,16.08475,4678,7
S01009807,Scotland,16.07155,4679,7
S01006986,Scotland,16.07117,4680,7
S01009417,Scotland,16.06757,4681,7
S01010864,Scotland,16.05844,4682,7
S01013278,Scotland,16.05647,4683,7
S01006945,Scotland,16.04863,4684,7
S01009117,Scotland,16.04621,4685,7
S01006745,Scotland,16.043,4686,7
S01008906,Scotland,16.04177,4687,7
S01009683,Scotland,16.03713,4688,7
S01009231,Scotland,16.03447,4689,7
S01007155,Scotland,16.03302,4690,7
S01011777,Scotland,16.02798,4691,7
S01008774,Scotland,16.02644,4692,7
S01008949,Scotland,16.02403,4693,7
S01010976,Scotland,16.02348,4694,7
S01012747,Scotland,16.01778,4695,7
S01006528,Scotland,16.01769,4696,7
S01010100,Scotland,16.01425,4697,7
S01011782,Scotland,16.01395,4698,7
S01012197,Scotland,16.0116,4699,7
S01007084,Scotland,16.01112,4700,7
S01009371,Scotland,16.00544,4701,7
S01009716,Scotland,16.0012,4702,7
S01006902,Scotland,15.99826,4703,7
S01012466,Scotland,15.99049,4704,7
S01009066,Scotland,15.98156,4705,7
S01006786,Scotland,15.97796,4706,7
S01012664,Scotland,15.97171,4707,7
S01007838,Scotland,15.9696,4708,7
S01007825,Scotland,15.96393,4709,7
S01008130,Scotland,15.96378,4710,7
S01007147,Scotland,15.95997,4711,7
S01012186,Scotland,15.95519,4712,7
S01009146,Scotland,15.95222,4713,7
S01006623,Scotland,15.94965,4714,7
S01012473,Scotland,15.94771,4715,7
S01007142,Scotland,15.94323,4716,7
S01012127,Scotland,15.9411,4717,7
S01012972,Scotland,15.93921,4718,7
S01013082,Scotland,15.9364,4719,7
S01009476,Scotland,15.93639,4720,7
S01013070,Scotland,15.93532,4721,7
S01009133,Scotland,15.93289,4722,7
S01007732,Scotland,15.92976,4723,7
S01011403,Scotland,15.92818,4724,7
S01011094,Scotland,15.92637,4725,7
S01012601,Scotland,15.9233,4726,7
S01009512,Scotland,15.9221,4727,7
S01011573,Scotland,15.91913,4728,7
S01011599,Scotland,15.91715,4729,7
S01013439,Scotland,15.90938,4730,7
S01010005,Scotland,15.90767,4731,7
S01008932,Scotland,15.90684,4732,7
S01008878,Scotland,15.90475,4733,7
S01009145,Scotland,15.89431,4734,7
S01009414,Scotland,15.88774,4735,7
S01006829,Scotland,15.88248,4736,7
S01008324,Scotland,15.88163,4737,7
S01008480,Scotland,15.87751,4738,7
S01012933,Scotland,15.8748,4739,7
S01012243,Scotland,15.87307,4740,7
S01011931,Scotland,15.87305,4741,7
S01009692,Scotland,15.86823,4742,7
S01008023,Scotland,15.86513,4743,7
S01010487,Scotland,15.86372,4744,7
S01007402,Scotland,15.86336,4745,7
S01011955,Scotland,15.86267,4746,7
S01012482,Scotland,15.86189,4747,7
S01009765,Scotland,15.85063,4748,7
S01009562,Scotland,15.84821,4749,7
S01013213,Scotland,15.84572,4750,7
S01007766,Scotland,15.83935,4751,7
S01007403,Scotland,15.82858,4752,7
S01008583,Scotland,15.8251,4753,7
S01011158,Scotland,15.82478,4754,7
S01010847,Scotland,15.82002,4755,7
S01012724,Scotland,15.81985,4756,7
S01012744,Scotland,15.81774,4757,7
S01010869,Scotland,15.80856,4758,7
S01009369,Scotland,15.8001,4759,7
S01011642,Scotland,15.7988,4760,7
S01011628,Scotland,15.79725,4761,7
S01012734,Scotland,15.79089,4762,7
S01011992,Scotland,15.78838,4763,7
S01008172,Scotland,15.78722,4764,7
S01012129,Scotland,15.78659,4765,7
S01009574,Scotland,15.77905,4766,7
S01006709,Scotland,15.77459,4767,7
S01013065,Scotland,15.77358,4768,7
S01008322,Scotland,15.77238,4769,7
S01010174,Scotland,15.77139,4770,7
S01007691,Scotland,15.77122,4771,7
S01011916,Scotland,15.76563,4772,7
S01009793,Scotland,15.76431,4773,7
S01006753,Scotland,15.75265,4774,7
S01007602,Scotland,15.74906,4775,7
S01011626,Scotland,15.74095,4776,7
S01008014,Scotland,15.73932,4777,7
S01012988,Scotland,15.73723,4778,7
S01013104,Scotland,15.7372,4779,7
S01007740,Scotland,15.73429,4780,7
S01012984,Scotland,15.73411,4781,7
S01007808,Scotland,15.73129,4782,7
S01009094,Scotland,15.73019,4783,7
S01007089,Scotland,15.7284,4784,7
S01013398,Scotland,15.72,4785,7
S01010484,Scotland,15.71953,4786,7
S01007417,Scotland,15.71613,4787,7
S01012766,Scotland,15.70732,4788,7
S01011671,Scotland,15.70606,4789,7
S01009551,Scotland,15.70074,4790,7
S01012205,Scotland,15.6948,4791,7
S01009415,Scotland,15.69438,4792,7
S01007822,Scotland,15.69142,4793,7
S01011637,Scotland,15.6902,4794,7
S01008206,Scotland,15.68936,4795,7
S01007856,Scotland,15.68475,4796,7
S01008950,Scotland,15.68175,4797,7
S01009384,Scotland,15.68174,4798,7
S01006715,Scotland,15.67901,4799,7
S01010572,Scotland,15.67878,4800,7
